RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NU1220007,1,300034282,527441,1,AP-MONTH=12,20201228,0,20210211,1,0,SST,1,18.12,2020,12,
2,NU1220007,1,1,"+Med Benefit Reimburse /TS# /Job#200167638",65.00,0,1,3102-324, /Batch #NU1220007 /Timesheet #,3.90,,,,,,,
2,NU1220007,1,2,"Admin Fee /TS# /Job#200167638",237.05,0,1,3102-324, /Batch #NU1220007 /Timesheet #,14.22,,,,,,,
2,NU1220007,1,3,"EIS /TS# /Job#200167638",2.70,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,1,4,"EPF /TS# /Job#200167638",172.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,1,5,"Normal /TS# /Job#200167638",1317.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,1,6,"SOCSO /TS# /Job#200167638",23.65,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
3,NU1220007,1,1,20210211,1835.52,,,,,,,,,,,,
1,NU1220007,2,300034284,527442,1,AP-MONTH=12,20201228,0,20210211,1,0,SST,1,21.55,2020,12,
2,NU1220007,2,1,"+Med Benefit Reimburse /TS# /Job#200163561",65.00,0,1,3102-324, /Batch #NU1220007 /Timesheet #,3.90,,,,,,,
2,NU1220007,2,2,"Admin Fee /TS# /Job#200163561",294.11,0,1,3102-324, /Batch #NU1220007 /Timesheet #,17.65,,,,,,,
2,NU1220007,2,3,"EIS /TS# /Job#200163561",2.70,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,2,4,"EPF /TS# /Job#200163561",180.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,2,5,"Normal /TS# /Job#200163561",1362.58,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,2,6,"SOCSO /TS# /Job#200163561",23.65,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
3,NU1220007,2,1,20210211,1949.59,,,,,,,,,,,,
1,NU1220007,3,300034283,527443,1,AP-MONTH=12,20201228,0,20210211,1,0,SST,1,16.89,2020,12,
2,NU1220007,3,1,"+Med Benefit Reimburse /TS# /Job#200164719",65.00,0,1,3102-324, /Batch #NU1220007 /Timesheet #,3.90,,,,,,,
2,NU1220007,3,2,"Admin Fee /TS# /Job#200164719",216.52,0,1,3102-324, /Batch #NU1220007 /Timesheet #,12.99,,,,,,,
2,NU1220007,3,3,"EIS /TS# /Job#200164719",2.30,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,3,4,"EPF /TS# /Job#200164719",156.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,3,5,"Normal /TS# /Job#200164719",1200.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,3,6,"SOCSO /TS# /Job#200164719",20.15,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
3,NU1220007,3,1,20210211,1676.86,,,,,,,,,,,,
1,NU1220007,4,300034283,527444,1,AP-MONTH=12,20201228,0,20210211,1,0,SST,1,39.51,2020,12,
2,NU1220007,4,1,"+Med Benefit Reimburse /TS# /Job#200167631",65.00,0,1,3102-324, /Batch #NU1220007 /Timesheet #,3.90,,,,,,,
2,NU1220007,4,2,"Admin Fee /TS# /Job#200167631",593.56,0,1,3102-324, /Batch #NU1220007 /Timesheet #,35.61,,,,,,,
2,NU1220007,4,3,"EIS /TS# /Job#200167631",5.70,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,4,4,"EPF /TS# /Job#200167631",367.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,4,5,"Normal /TS# /Job#200167631",2810.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,4,6,"SOCSO /TS# /Job#200167631",49.85,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
3,NU1220007,4,1,20210211,3930.62,,,,,,,,,,,,
1,NU1220007,5,300034284,527445,1,AP-MONTH=12,20201228,0,20210211,1,0,SST,1,29.02,2020,12,
2,NU1220007,5,1,"+Med Benefit Reimburse /TS# /Job#200163467",65.00,0,1,3102-324, /Batch #NU1220007 /Timesheet #,3.90,,,,,,,
2,NU1220007,5,2,"Admin Fee /TS# /Job#200163467",418.63,0,1,3102-324, /Batch #NU1220007 /Timesheet #,25.12,,,,,,,
2,NU1220007,5,3,"EIS /TS# /Job#200163467",4.70,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,5,4,"EPF /TS# /Job#200163467",310.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,5,5,"Normal /TS# /Job#200163467",2370.00,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
2,NU1220007,5,6,"SOCSO /TS# /Job#200163467",41.15,0,2,3102-324, /Batch #NU1220007 /Timesheet #,0.00,,,,,,,
3,NU1220007,5,1,20210211,3238.50,,,,,,,,,,,,
1,NU1220007,6,300034283,527446,1,AP-MONTH=12,20201228,0,20210211,1,0,SST,1,24.01,2020,12,
2,NU1220007,6,1,"+Med Benefit Reimburse /TS# /Job#200164613",75.00,0,1,3102-324, /Batch #NU1220007 /Timesheet #,4.50,,,,,,,
