RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NU0721030,1,300034788,529569,1,AP-MONTH=07,20210719,0,20210726,1,0,SST,1,12.00,2021,07,
2,NU0721030,1,1,"Admin Fee /TS# /Job#200168759",200.00,0,1,3102-500, /Batch #NU0721030 /Timesheet #,12.00,,,,,,,
2,NU0721030,1,2,"Direct Payroll Fund Transfer /TS# /Job#200168759",57534.90,0,2,2201-500, /Batch #NU0721030 /Timesheet #,0.00,,,,,,,
3,NU0721030,1,1,20210726,57746.90,,,,,,,,,,,,
1,FA0721024,2,300029218,529570,1,AP-MONTH=07,20210728,0,20210827,1,0,SST,1,24.71,2021,07,
2,FA0721024,2,1,"+Med Benefit Reimburse /TS# /Job#200170186",26.62,0,1,3102-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,2,2,"+Med Benefit Reimburse /TS# /Job#200170186",50.00,0,1,3102-101, /Batch #FA0721024 /Timesheet #,3.00,,,,,,,
2,FA0721024,2,3,"Admin Fee /TS# /Job#200170186",335.19,0,1,3102-101, /Batch #FA0721024 /Timesheet #,20.11,,,,,,,
2,FA0721024,2,4,"Day Shift Allowance /TS# /Job#200170186",40.91,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,5,"EIS /TS# /Job#200170186",5.90,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,6,"EPF /TS# /Job#200170186",305.00,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,7,"Meal Allowance /TS# /Job#200170186",12.00,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,8,"Meal Allowance /TS# /Job#200170186",22.00,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,9,"Night Shift Allowance /TS# /Job#200170186",319.09,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,10,"Normal /TS# /Job#200170186",1940.00,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,11,"Over Time 1.5 /TS# /Job#200170186",247.95,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,12,"Over Time 2.0 /TS# /Job#200170186",165.38,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,13,"Public Holiday 2.0 /TS# /Job#200170186",165.38,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
2,FA0721024,2,14,"SOCSO /TS# /Job#200170186",51.65,0,2,3102-101, /Batch #FA0721024 /Timesheet #,0.00,,,,,,,
3,FA0721024,2,1,20210827,3711.78,,,,,,,,,,,,
1,FA0721024,3,300029218,529571,1,AP-MONTH=07,20210728,0,20210827,1,0,SST,1,275.74,2021,07,
2,FA0721024,3,1,"+Med Benefit Reimburse /TS# /Job#200170700",26.62,0,1,3102-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,2,"+Med Benefit Reimburse /TS# /Job#200170700",79.00,0,1,3102-101, /Batch #FA0721024 /Timesheet #,4.74,,,,,,,
2,FA0721024,3,3,"+Med Benefit Reimburse /TS# /Job#200171207",26.62,0,1,3102-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,4,"+Med Benefit Reimburse /TS# /Job#200171207",79.00,0,1,3102-101, /Batch #FA0721024 /Timesheet #,4.74,,,,,,,
2,FA0721024,3,5,"+Med Benefit Reimburse /TS# /Job#200171208",26.62,0,1,3102-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,6,"+Med Benefit Reimburse /TS# /Job#200171208",79.00,0,1,3102-101, /Batch #FA0721024 /Timesheet #,4.74,,,,,,,
2,FA0721024,3,7,"+Med Benefit Reimburse /TS# /Job#200171899",79.00,0,1,3102-101, /Batch #FA0721024 /Timesheet #,4.74,,,,,,,
2,FA0721024,3,8,"+Med Benefit Reimburse /TS# /Job#200171899",26.62,0,1,3102-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,9,"+Med Benefit Reimburse /TS# /Job#200171914",215.00,0,1,3103-101, /Batch #FA0721024 /Timesheet #,12.90,,,,,,,
2,FA0721024,3,10,"+Med Benefit Reimburse /TS# /Job#200171914",26.62,0,1,3103-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,11,"+Med Benefit Reimburse /TS# /Job#200171923",215.00,0,1,3103-101, /Batch #FA0721024 /Timesheet #,12.90,,,,,,,
2,FA0721024,3,12,"+Med Benefit Reimburse /TS# /Job#200171923",26.62,0,1,3103-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,13,"+Med Benefit Reimburse /TS# /Job#200171932",26.62,0,1,3103-101, /Batch #FA0721024 /Timesheet #,1.60,,,,,,,
2,FA0721024,3,14,"+Med Benefit Reimburse /TS# /Job#200171932",150.00,0,1,3103-101, /Batch #FA0721024 /Timesheet #,9.00,,,,,,,
2,FA0721024,3,15,"Admin Fee /TS# /Job#200170700",394.79,0,1,3102-101, /Batch #FA0721024 /Timesheet #,23.69,,,,,,,
2,FA0721024,3,16,"Admin Fee /TS# /Job#200171207",310.59,0,1,3102-101, /Batch #FA0721024 /Timesheet #,18.64,,,,,,,
2,FA0721024,3,17,"Admin Fee /TS# /Job#200171208",280.23,0,1,3102-101, /Batch #FA0721024 /Timesheet #,16.81,,,,,,,
