RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,,1,300034621,60622,1,AP-MONTH=01,20200110,0,20200209,1,0,GST,3,18.90,2020,01,
2,,1,1,"Outsource Fee /TS# /Job#",315.00,0,1,3204-213, /Batch # /Timesheet #,18.90,,,,,,,
3,,1,1,20200209,333.90,,,,,,,,,,,,
1,,2,300034621,60623,1,AP-MONTH=01,20200110,0,20200209,1,0,GST,3,6.30,2020,01,
2,,2,1,"Outsource Fee /TS# /Job#",105.00,0,1,3204-213, /Batch # /Timesheet #,6.30,,,,,,,
3,,2,1,20200209,111.30,,,,,,,,,,,,
1,,3,300034621,60624,1,AP-MONTH=01,20200110,0,20200209,1,0,SST,1,60.90,2020,01,
2,,3,1,"Outsource Fee /TS# /Job#",1015.00,0,1,3204-213, /Batch # /Timesheet #,60.90,,,,,,,
3,,3,1,20200209,1075.90,,,,,,,,,,,,
1,,4,300034621,60625,1,AP-MONTH=01,20200110,0,20200209,1,0,SST,1,6.30,2020,01,
2,,4,1,"Outsource Fee /TS# /Job#",105.00,0,1,3204-213, /Batch # /Timesheet #,6.30,,,,,,,
3,,4,1,20200209,111.30,,,,,,,,,,,,
1,,5,300034621,60626,1,AP-MONTH=01,20200110,0,20200209,1,0,SST,1,46.20,2020,01,
2,,5,1,"Outsource Fee /TS# /Job#",770.00,0,1,3204-213, /Batch # /Timesheet #,46.20,,,,,,,
3,,5,1,20200209,816.20,,,,,,,,,,,,
1,,6,300034621,60627,1,AP-MONTH=01,20200110,0,20200209,1,0,SST,1,10.50,2020,01,
2,,6,1,"Outsource Fee /TS# /Job#",175.00,0,1,3204-213, /Batch # /Timesheet #,10.50,,,,,,,
3,,6,1,20200209,185.50,,,,,,,,,,,,
1,,7,300033645,60628,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,7,1,"Disbursement (Staffing) /TS# /Job#",1387.80,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,7,1,20200414,1387.80,,,,,,,,,,,,
1,,8,300033645,60629,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,8,1,"Disbursement (Staffing) /TS# /Job#",1233.60,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,8,1,20200414,1233.60,,,,,,,,,,,,
1,,9,300033645,60630,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,9,1,"Disbursement (Staffing) /TS# /Job#",3700.80,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,9,1,20200414,3700.80,,,,,,,,,,,,
1,,10,300033645,60631,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,10,1,"Disbursement (Staffing) /TS# /Job#",616.80,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,10,1,20200414,616.80,,,,,,,,,,,,
1,,11,300033645,60632,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,11,1,"Disbursement (Staffing) /TS# /Job#",1079.40,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,11,1,20200414,1079.40,,,,,,,,,,,,
1,,12,300033645,60633,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,12,1,"Disbursement (Staffing) /TS# /Job#",5397.00,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,12,1,20200414,5397.00,,,,,,,,,,,,
1,,13,300033645,60634,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,13,1,"Disbursement (Staffing) /TS# /Job#",2621.40,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,13,1,20200414,2621.40,,,,,,,,,,,,
1,,14,300033645,60635,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,14,1,"Disbursement (Staffing) /TS# /Job#",2775.60,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,14,1,20200414,2775.60,,,,,,,,,,,,
1,,15,300033645,60636,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,15,1,"Disbursement (Staffing) /TS# /Job#",13723.80,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,15,1,20200414,13723.80,,,,,,,,,,,,
1,,16,300033645,60637,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,16,1,"Disbursement (Staffing) /TS# /Job#",1233.60,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,16,1,20200414,1233.60,,,,,,,,,,,,
1,,17,300033645,60638,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,17,1,"Disbursement (Staffing) /TS# /Job#",2775.60,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,17,1,20200414,2775.60,,,,,,,,,,,,
1,,18,300033645,60639,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,18,1,"Disbursement (Staffing) /TS# /Job#",6476.40,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,18,1,20200414,6476.40,,,,,,,,,,,,
1,,19,300033645,60640,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
2,,19,1,"Disbursement (Staffing) /TS# /Job#",1233.60,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,19,1,20200414,1233.60,,,,,,,,,,,,
1,,20,300033645,60641,1,AP-MONTH=01,20200115,0,20200414,1,0,SST,1,0.00,2020,01,
