RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,WA0819053,1,300034393,516751,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,21.69,2019,08,
2,WA0819053,1,1,"+Med Benefit Reimburse /TS# /Job#200156068",75.00,0,1,3103-301, /Batch #WA0819053 /Timesheet #,4.50,,,,,,,
2,WA0819053,1,2,"Admin Fee /TS# /Job#200156068",286.58,0,1,3103-301, /Batch #WA0819053 /Timesheet #,17.19,,,,,,,
2,WA0819053,1,3,"EIS /TS# /Job#200156068",4.90,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,1,4,"EPF /TS# /Job#200156068",260.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,1,5,"Normal /TS# /Job#200156068",2000.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,1,6,"Over Time 1.5 /TS# /Job#200156068",483.07,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,1,7,"SOCSO /TS# /Job#200156068",42.85,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
3,WA0819053,1,1,20190927,3174.09,,,,,,,,,,,,
1,WA0819053,2,300034393,516752,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,21.55,2019,08,
2,WA0819053,2,1,"+Med Benefit Reimburse /TS# /Job#200156754",75.00,0,1,3103-301, /Batch #WA0819053 /Timesheet #,4.50,,,,,,,
2,WA0819053,2,2,"Admin Fee /TS# /Job#200156754",284.23,0,1,3103-301, /Batch #WA0819053 /Timesheet #,17.05,,,,,,,
2,WA0819053,2,3,"EIS /TS# /Job#200156754",4.90,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,2,4,"EPF /TS# /Job#200156754",260.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,2,5,"Normal /TS# /Job#200156754",2000.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,2,6,"Over Time 1.5 /TS# /Job#200156754",259.56,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,2,7,"Perfect Attendance /TS# /Job#200156754",200.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,2,8,"SOCSO /TS# /Job#200156754",42.85,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
3,WA0819053,2,1,20190927,3148.09,,,,,,,,,,,,
1,WA0819053,3,300034393,516753,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,22.05,2019,08,
2,WA0819053,3,1,"+Med Benefit Reimburse /TS# /Job#200156076",75.00,0,1,3103-301, /Batch #WA0819053 /Timesheet #,4.50,,,,,,,
2,WA0819053,3,2,"Admin Fee /TS# /Job#200156076",292.52,0,1,3103-301, /Batch #WA0819053 /Timesheet #,17.55,,,,,,,
2,WA0819053,3,3,"EIS /TS# /Job#200156076",5.10,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,3,4,"EPF /TS# /Job#200156076",271.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,3,5,"No Pay Leave for Jul /TS# /Job#200156076",-33.87,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,3,6,"Normal /TS# /Job#200156076",2100.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,3,7,"Over Time 1.5 /TS# /Job#200156076",363.36,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,3,8,"Perfect Attendance /TS# /Job#200156076",100.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,3,9,"SOCSO /TS# /Job#200156076",44.65,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
3,WA0819053,3,1,20190927,3239.81,,,,,,,,,,,,
1,WA0819053,4,300034393,516754,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,21.69,2019,08,
2,WA0819053,4,1,"+Med Benefit Reimburse /TS# /Job#200156075",75.00,0,1,3103-301, /Batch #WA0819053 /Timesheet #,4.50,,,,,,,
2,WA0819053,4,2,"Admin Fee /TS# /Job#200156075",286.45,0,1,3103-301, /Batch #WA0819053 /Timesheet #,17.19,,,,,,,
2,WA0819053,4,3,"EIS /TS# /Job#200156075",4.90,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,4,4,"EPF /TS# /Job#200156075",253.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,4,5,"No Pay Leave for Jul /TS# /Job#200156075",-64.52,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,4,6,"Normal /TS# /Job#200156075",2000.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,4,7,"Over Time 1.5 /TS# /Job#200156075",353.29,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,4,8,"Perfect Attendance /TS# /Job#200156075",200.00,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
2,WA0819053,4,9,"SOCSO /TS# /Job#200156075",42.85,0,2,3103-301, /Batch #WA0819053 /Timesheet #,0.00,,,,,,,
3,WA0819053,4,1,20190927,3172.66,,,,,,,,,,,,
