RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NO0819022,1,300034279,516901,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,45.95,2019,08,
2,NO0819022,1,1,"+Med Benefit Reimburse /TS# /Job#200156677",65.00,0,1,3102-324, /Batch #NO0819022 /Timesheet #,3.90,,,,,,,
2,NO0819022,1,2,"Admin Fee /TS# /Job#200156677",700.80,0,1,3102-324, /Batch #NO0819022 /Timesheet #,42.05,,,,,,,
2,NO0819022,1,3,"EIS /TS# /Job#200156677",6.70,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,1,4,"EPF /TS# /Job#200156677",435.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,1,5,"Normal /TS# /Job#200156677",3328.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,1,6,"SOCSO /TS# /Job#200156677",58.65,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
3,NO0819022,1,1,20191012,4640.10,,,,,,,,,,,,
1,NO0819022,2,300034284,516902,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,39.12,2019,08,
2,NO0819022,2,1,"+Med Benefit Reimburse /TS# /Job#200154722",65.00,0,1,3102-324, /Batch #NO0819022 /Timesheet #,3.90,,,,,,,
2,NO0819022,2,2,"Admin Fee /TS# /Job#200154722",586.92,0,1,3102-324, /Batch #NO0819022 /Timesheet #,35.22,,,,,,,
2,NO0819022,2,3,"EIS /TS# /Job#200154722",5.50,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,2,4,"EPF /TS# /Job#200154722",362.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,2,5,"Normal /TS# /Job#200154722",2780.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,2,6,"SOCSO /TS# /Job#200154722",48.15,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
3,NO0819022,2,1,20191012,3886.69,,,,,,,,,,,,
1,NO0819022,3,300034284,516903,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,42.97,2019,08,
2,NO0819022,3,1,"+Med Benefit Reimburse /TS# /Job#200155119",65.00,0,1,3102-324, /Batch #NO0819022 /Timesheet #,3.90,,,,,,,
2,NO0819022,3,2,"Admin Fee /TS# /Job#200155119",651.14,0,1,3102-324, /Batch #NO0819022 /Timesheet #,39.07,,,,,,,
2,NO0819022,3,3,"EIS /TS# /Job#200155119",6.10,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,3,4,"EPF /TS# /Job#200155119",403.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,3,5,"Normal /TS# /Job#200155119",3090.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,3,6,"SOCSO /TS# /Job#200155119",53.35,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
3,NO0819022,3,1,20191012,4311.56,,,,,,,,,,,,
1,NO0819022,4,300034284,516904,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,26.37,2019,08,
2,NO0819022,4,1,"+Med Benefit Reimburse /TS# /Job#200157151",65.00,0,1,3102-324, /Batch #NO0819022 /Timesheet #,3.90,,,,,,,
2,NO0819022,4,2,"Admin Fee /TS# /Job#200157151",374.48,0,1,3102-324, /Batch #NO0819022 /Timesheet #,22.47,,,,,,,
2,NO0819022,4,3,"EIS /TS# /Job#200157151",3.50,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,4,4,"EPF /TS# /Job#200157151",229.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,4,5,"No Pay Leave for Jul /TS# /Job#200157151",-187.74,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,4,6,"Normal /TS# /Job#200157151",1940.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,4,7,"SOCSO /TS# /Job#200157151",30.65,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
3,NO0819022,4,1,20191012,2481.26,,,,,,,,,,,,
1,NO0819022,5,300034283,516905,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,31.56,2019,08,
2,NO0819022,5,1,"+Med Benefit Reimburse /TS# /Job#200155122",65.00,0,1,3102-324, /Batch #NO0819022 /Timesheet #,3.90,,,,,,,
2,NO0819022,5,2,"Admin Fee /TS# /Job#200155122",460.97,0,1,3102-324, /Batch #NO0819022 /Timesheet #,27.66,,,,,,,
2,NO0819022,5,3,"EIS /TS# /Job#200155122",4.30,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,5,4,"EPF /TS# /Job#200155122",284.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,5,5,"Normal /TS# /Job#200155122",2170.00,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
2,NO0819022,5,6,"SOCSO /TS# /Job#200155122",37.65,0,2,3102-324, /Batch #NO0819022 /Timesheet #,0.00,,,,,,,
3,NO0819022,5,1,20191012,3053.48,,,,,,,,,,,,
1,NO0819022,6,300034282,516906,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,24.46,2019,08,
