RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,HA0520004,1,300033728,523324,1,AP-MONTH=05,20200528,0,20200627,1,0,SST,1,15.64,2020,05,
2,HA0520004,1,1,"+Med Benefit Reimburse /TS# /Job#200163721",75.00,0,1,3103-321, /Batch #HA0520004 /Timesheet #,4.50,,,,,,,
2,HA0520004,1,2,"Admin Fee /TS# /Job#200163721",185.66,0,1,3103-321, /Batch #HA0520004 /Timesheet #,11.14,,,,,,,
2,HA0520004,1,3,"EIS /TS# /Job#200163721",3.10,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,1,4,"EPF /TS# /Job#200163721",203.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,1,5,"No Pay Leave for May /TS# /Job#200163721",-451.64,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,1,6,"Normal /TS# /Job#200163721",2000.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,1,7,"SOCSO /TS# /Job#200163721",27.15,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
3,HA0520004,1,1,20200627,2057.91,,,,,,,,,,,,
1,HA0520004,2,300033728,523325,1,AP-MONTH=05,20200528,0,20200627,1,0,SST,1,23.30,2020,05,
2,HA0520004,2,1,"+Med Benefit Reimburse /TS# /Job#200160211",75.00,0,1,3103-321, /Batch #HA0520004 /Timesheet #,4.50,,,,,,,
2,HA0520004,2,2,"Admin Fee /TS# /Job#200160211",313.27,0,1,3103-321, /Batch #HA0520004 /Timesheet #,18.80,,,,,,,
2,HA0520004,2,3,"EIS /TS# /Job#200160211",5.10,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,2,4,"EPF /TS# /Job#200160211",260.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,2,5,"Normal /TS# /Job#200160211",2000.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,2,6,"Over Time 1.5 /TS# /Job#200160211",547.96,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,2,7,"SOCSO /TS# /Job#200160211",44.65,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,2,8,"Special Token /TS# /Job#200160211",200.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
3,HA0520004,2,1,20200627,3469.28,,,,,,,,,,,,
1,HA0520004,3,300033728,523326,1,AP-MONTH=05,20200528,0,20200627,1,0,SST,1,18.73,2020,05,
2,HA0520004,3,1,"+Med Benefit Reimburse /TS# /Job#200161605",75.00,0,1,3103-321, /Batch #HA0520004 /Timesheet #,4.50,,,,,,,
2,HA0520004,3,2,"Admin Fee /TS# /Job#200161605",237.18,0,1,3103-321, /Batch #HA0520004 /Timesheet #,14.23,,,,,,,
2,HA0520004,3,3,"EIS /TS# /Job#200161605",4.10,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,3,4,"EPF /TS# /Job#200161605",234.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,3,5,"Normal /TS# /Job#200161605",1800.00,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,3,6,"Over Time 1.5 /TS# /Job#200161605",136.29,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,3,7,"Over Time 2.0 /TS# /Job#200161605",86.55,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,3,8,"SOCSO /TS# /Job#200161605",35.85,0,2,3103-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
3,HA0520004,3,1,20200627,2627.70,,,,,,,,,,,,
1,HA0520004,4,300034387,523327,1,AP-MONTH=05,20200528,0,20200627,1,0,SST,1,61.76,2020,05,
2,HA0520004,4,1,"+Med Benefit Reimburse /TS# /Job#200160482",75.00,0,1,3102-321, /Batch #HA0520004 /Timesheet #,4.50,,,,,,,
2,HA0520004,4,2,"Admin Fee /TS# /Job#200160482",954.36,0,1,3102-321, /Batch #HA0520004 /Timesheet #,57.26,,,,,,,
2,HA0520004,4,3,"EIS /TS# /Job#200160482",7.90,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,4,"EPF /TS# /Job#200160482",375.00,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,5,"Grooming Allowance /TS# /Job#200160482",150.00,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,6,"Normal /TS# /Job#200160482",2729.50,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,7,"Over Time 1.5 /TS# /Job#200160482",718.32,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,8,"Perfect Attendance /TS# /Job#200160482",200.00,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,9,"Perfect Attendance /TS# /Job#200160482",200.00,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,10,"SOCSO /TS# /Job#200160482",69.05,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
2,HA0520004,4,11,"Special Token /TS# /Job#200160482",200.00,0,2,3102-321, /Batch #HA0520004 /Timesheet #,0.00,,,,,,,
