RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NO0820037,1,300034284,525321,1,AP-MONTH=08,20200907,0,20201022,1,0,SST,1,9.96,2020,08,
2,NO0820037,1,1,"Admin Fee /TS# /Job#200163998",165.95,0,1,3102-324, /Batch #NO0820037 /Timesheet #,9.96,,,,,,,
2,NO0820037,1,2,"Day Shift Allowance /TS# /Job#200163998",140.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,1,3,"EIS /TS# /Job#200163998",0.80,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,1,4,"EPF /TS# /Job#200163998",18.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,1,5,"Over Time 1.5 /TS# /Job#200163998",410.16,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,1,6,"Over Time 2.0 /TS# /Job#200163998",1093.92,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,1,7,"Perfect Attendance /TS# /Job#200163998",100.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,1,8,"SOCSO /TS# /Job#200163998",6.90,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
3,NO0820037,1,1,20201022,1945.69,,,,,,,,,,,,
1,NO0820037,2,300034279,525322,1,AP-MONTH=08,20200907,0,20201022,1,0,SST,1,2.16,2020,08,
2,NO0820037,2,1,"Admin Fee /TS# /Job#200160196",36.08,0,1,3102-324, /Batch #NO0820037 /Timesheet #,2.16,,,,,,,
2,NO0820037,2,2,"Auto Allowance /TS# /Job#200160196",60.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,2,3,"EIS /TS# /Job#200160196",0.40,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,2,4,"Over Time 1.5 /TS# /Job#200160196",146.07,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,2,5,"Perfect Attendance /TS# /Job#200160196",100.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,2,6,"SOCSO /TS# /Job#200160196",3.50,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
3,NO0820037,2,1,20201022,348.21,,,,,,,,,,,,
1,NO0820037,3,300034286,525323,1,AP-MONTH=08,20200907,0,20201022,1,0,SST,1,3.20,2020,08,
2,NO0820037,3,1,"Admin Fee /TS# /Job#200164385",53.34,0,1,3102-324, /Batch #NO0820037 /Timesheet #,3.20,,,,,,,
2,NO0820037,3,2,"Day Shift Allowance /TS# /Job#200164385",60.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,3,"EIS /TS# /Job#200164385",0.80,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,4,"EPF /TS# /Job#200164385",18.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,5,"Fixed Allowance /TS# /Job#200164385",50.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,6,"Meal Allowance /TS# /Job#200164385",30.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,7,"Over Time 1.5 /TS# /Job#200164385",171.27,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,8,"Perfect Attendance /TS# /Job#200164385",100.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,3,9,"SOCSO /TS# /Job#200164385",7.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
3,NO0820037,3,1,20201022,493.61,,,,,,,,,,,,
1,NO0820037,4,300034285,525324,1,AP-MONTH=08,20200907,0,20201022,1,0,SST,1,1.33,2020,08,
2,NO0820037,4,1,"Admin Fee /TS# /Job#200160242",22.11,0,1,3102-324, /Batch #NO0820037 /Timesheet #,1.33,,,,,,,
2,NO0820037,4,2,"Auto Allowance /TS# /Job#200160242",60.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,4,3,"EIS /TS# /Job#200160242",0.20,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,4,4,"Over Time 1.5 /TS# /Job#200160242",163.04,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,4,5,"SOCSO /TS# /Job#200160242",1.70,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
3,NO0820037,4,1,20201022,248.38,,,,,,,,,,,,
1,NO0820037,5,300034284,525325,1,AP-MONTH=08,20200907,0,20201022,1,0,SST,1,4.88,2020,08,
2,NO0820037,5,1,"Admin Fee /TS# /Job#200163558",81.34,0,1,3102-324, /Batch #NO0820037 /Timesheet #,4.88,,,,,,,
2,NO0820037,5,2,"Day Shift Allowance /TS# /Job#200163558",70.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,5,3,"EIS /TS# /Job#200163558",1.60,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
2,NO0820037,5,4,"EPF /TS# /Job#200163558",10.00,0,2,3102-324, /Batch #NO0820037 /Timesheet #,0.00,,,,,,,
