RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,,1,300035115,CN600594,3,AP-MONTH=02,20230301,0,20230331,1,1,GST,3,1037.37,2023,02
2,,1,1,+Med Benefit Reimburse /TS# /Job#200183668,300.00,0,1,3103-243, /Batch # /Timesheet #,18.00
2,,1,2,Admin Fee /TS# /Job#200183668,1427.57,0,1,3103-243, /Batch # /Timesheet #,85.65
2,,1,3,Auto Allowance /TS# /Job#200183668,500.00,0,1,3103-243, /Batch # /Timesheet #,30.00
2,,1,4,Normal /TS# /Job#200183668,15000.00,0,1,3103-243, /Batch # /Timesheet #,900.00
2,,1,5,SOCSO /TS# /Job#200183668,61.90,0,1,3103-243, /Batch # /Timesheet #,3.71
3,,1,1,20230331,18326.84
1,,1,300035115,CN600595,3,AP-MONTH=02,20230301,0,20230331,1,1,GST,3,1348.67,2023,02
2,,1,1,+Med Benefit Reimburse /TS# /Job#200181893,380.00,0,1,3103-243, /Batch # /Timesheet #,22.80
2,,1,2,Admin Fee /TS# /Job#200181893,1855.97,0,1,3103-243, /Batch # /Timesheet #,111.36
2,,1,3,Auto Allowance /TS# /Job#200181893,500.00,0,1,3103-243, /Batch # /Timesheet #,30.00
2,,1,4,Fixed Allowance /TS# /Job#200181893,500.00,0,1,3103-243, /Batch # /Timesheet #,30.00
2,,1,5,Normal /TS# /Job#200181893,19000.00,0,1,3103-243, /Batch # /Timesheet #,1140.00
2,,1,6,Phone allowance /TS# /Job#200181893,180.00,0,1,3103-243, /Batch # /Timesheet #,10.80
2,,1,7,SOCSO /TS# /Job#200181893,61.90,0,1,3103-243, /Batch # /Timesheet #,3.71
3,,1,1,20230331,23826.54
1,,1,300035115,CN600596,3,AP-MONTH=02,20230301,0,20230331,1,1,GST,3,1487.37,2023,02
2,,1,1,+Med Benefit Reimburse /TS# /Job#200183668,300.00,0,1,3103-243, /Batch # /Timesheet #,18.00
2,,1,2,Admin Fee /TS# /Job#200183668,1427.57,0,1,3103-243, /Batch # /Timesheet #,85.65
2,,1,3,Auto Allowance /TS# /Job#200183668,500.00,0,1,3103-243, /Batch # /Timesheet #,30.00
2,,1,4,Normal /TS# /Job#200183668,15000.00,0,1,3103-243, /Batch # /Timesheet #,900.00
2,,1,5,Professional Fee /TS# /Job#200183668,7500.00,0,1,3300-243, /Batch # /Timesheet #,450.00
2,,1,6,SOCSO /TS# /Job#200183668,61.90,0,1,3103-243, /Batch # /Timesheet #,3.71
3,,1,1,20230331,26276.84
1,,1,300035115,CN600597,3,AP-MONTH=02,20230301,0,20230331,1,1,GST,3,1531.84,2023,02
2,,1,1,+Med Benefit Reimburse /TS# /Job#200183667,300.00,0,1,3103-243, /Batch # /Timesheet #,18.00
2,,1,2,Admin Fee /TS# /Job#200183667,1488.77,0,1,3103-243, /Batch # /Timesheet #,89.33
2,,1,3,Auto Allowance /TS# /Job#200183667,500.00,0,1,3103-243, /Batch # /Timesheet #,30.00
2,,1,4,Fixed Allowance /TS# /Job#200183667,500.00,0,1,3103-243, /Batch # /Timesheet #,30.00
2,,1,5,Normal /TS# /Job#200183667,15000.00,0,1,3103-243, /Batch # /Timesheet #,900.00
2,,1,6,Phone allowance /TS# /Job#200183667,180.00,0,1,3103-243, /Batch # /Timesheet #,10.80
2,,1,7,Professional Fee /TS# /Job#200183667,7500.00,0,1,3300-243, /Batch # /Timesheet #,450.00
2,,1,8,SOCSO /TS# /Job#200183667,61.90,0,1,3103-243, /Batch # /Timesheet #,3.71
3,,1,1,20230331,27062.51
