RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NU0319048,1,300034284,513733,1,AP-MONTH=03,20190407,0,20190522,1,0,SST,1,9.80,2019,03,
2,NU0319048,1,1,"Admin Fee /TS# /Job#200155086",163.36,0,1,3102-324, /Batch #NU0319048 /Timesheet #,9.80,,,,,,,
2,NU0319048,1,2,"Auto Allowance /TS# /Job#200155086",60.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,1,3,"Day Shift Allowance /TS# /Job#200155086",170.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,1,4,"EPF /TS# /Job#200155086",7.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,1,5,"Over Time 1.5 /TS# /Job#200155086",1093.80,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,1,6,"Over Time 2.0 /TS# /Job#200155086",291.60,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,1,7,"Perfect Attendance /TS# /Job#200155086",100.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,1,8,"SOCSO /TS# /Job#200155086",21.30,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
3,NU0319048,1,1,20190522,1916.86,,,,,,,,,,,,
1,NU0319048,2,300034279,513734,1,AP-MONTH=03,20190407,0,20190522,1,0,SST,1,14.02,2019,03,
2,NU0319048,2,1,"Admin Fee /TS# /Job#200154207",233.67,0,1,3102-324, /Batch #NU0319048 /Timesheet #,14.02,,,,,,,
2,NU0319048,2,2,"Auto Allowance /TS# /Job#200154207",100.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,2,3,"EIS /TS# /Job#200154207",1.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,2,4,"Over Time 1.5 /TS# /Job#200154207",2488.80,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,2,5,"Perfect Attendance /TS# /Job#200154207",100.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,2,6,"SOCSO /TS# /Job#200154207",8.70,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
3,NU0319048,2,1,20190522,2946.19,,,,,,,,,,,,
1,NU0319048,3,300034279,513735,1,AP-MONTH=03,20190407,0,20190522,1,0,SST,1,16.50,2019,03,
2,NU0319048,3,1,"Admin Fee /TS# /Job#200151154",275.07,0,1,3102-324, /Batch #NU0319048 /Timesheet #,16.50,,,,,,,
2,NU0319048,3,2,"Auto Allowance /TS# /Job#200151154",100.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,3,3,"EIS /TS# /Job#200151154",1.80,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,3,4,"Over Time 1.5 /TS# /Job#200151154",2591.58,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,3,5,"Over Time 2.0 /TS# /Job#200151154",404.36,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,3,6,"Perfect Attendance /TS# /Job#200151154",100.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,3,7,"SOCSO /TS# /Job#200151154",15.70,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
3,NU0319048,3,1,20190522,3505.01,,,,,,,,,,,,
1,NU0319048,4,300034284,513736,1,AP-MONTH=03,20190407,0,20190522,1,0,SST,1,42.73,2019,03,
2,NU0319048,4,1,"Admin Fee /TS# /Job#200154759",712.09,0,1,3102-324, /Batch #NU0319048 /Timesheet #,42.73,,,,,,,
2,NU0319048,4,2,"Auto Allowance /TS# /Job#200154759",60.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,3,"Bonus /TS# /Job#200154759",1450.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,4,"Day Shift Allowance /TS# /Job#200154759",1470.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,5,"EIS /TS# /Job#200154759",5.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,6,"EPF /TS# /Job#200154759",380.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,7,"Over Time 1.5 /TS# /Job#200154759",1008.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,8,"Over Time 2.0 /TS# /Job#200154759",1343.88,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,9,"Perfect Attendance /TS# /Job#200154759",100.00,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
2,NU0319048,4,10,"SOCSO /TS# /Job#200154759",43.70,0,2,3102-324, /Batch #NU0319048 /Timesheet #,0.00,,,,,,,
3,NU0319048,4,1,20190522,6615.40,,,,,,,,,,,,
1,NU0319048,5,300034279,513737,1,AP-MONTH=03,20190407,0,20190522,1,0,SST,1,7.02,2019,03,
2,NU0319048,5,1,"Admin Fee /TS# /Job#200154798",117.00,0,1,3102-324, /Batch #NU0319048 /Timesheet #,7.02,,,,,,,
