RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,WA0819040,1,300034303,516671,1,AP-MONTH=08,20190828,0,20190911,1,0,SST,1,224.07,2019,08,
2,WA0819040,1,1,"+Med Benefit Reimburse /TS# /Job#200157046",120.00,0,1,3103-301, /Batch #WA0819040 /Timesheet #,7.20,,,,,,,
2,WA0819040,1,2,"+Med Benefit Reimburse /TS# /Job#200155843",120.00,0,1,3103-301, /Batch #WA0819040 /Timesheet #,7.20,,,,,,,
2,WA0819040,1,3,"Admin Fee /TS# /Job#200157046",2466.90,0,1,3103-301, /Batch #WA0819040 /Timesheet #,148.01,,,,,,,
2,WA0819040,1,4,"Admin Fee /TS# /Job#200155843",1027.67,0,1,3103-301, /Batch #WA0819040 /Timesheet #,61.66,,,,,,,
2,WA0819040,1,5,"EIS /TS# /Job#200157046",7.90,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,6,"EIS /TS# /Job#200155843",7.90,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,7,"EPF /TS# /Job#200157046",2622.00,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,8,"EPF /TS# /Job#200155843",867.00,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,9,"Normal /TS# /Job#200157046",21850.00,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,10,"Normal /TS# /Job#200155843",7500.00,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,11,"SOCSO /TS# /Job#200157046",69.05,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
2,WA0819040,1,12,"SOCSO /TS# /Job#200155843",69.05,0,2,3103-301, /Batch #WA0819040 /Timesheet #,0.00,,,,,,,
3,WA0819040,1,1,20190911,36951.54,,,,,,,,,,,,
1,WA0819032,2,300019623,516672,1,AP-MONTH=08,20190828,0,20190911,1,0,SST,1,44.69,2019,08,
2,WA0819032,2,1,"+Med Benefit Reimburse /TS# /Job#200156781",65.00,0,1,3102-301, /Batch #WA0819032 /Timesheet #,3.90,,,,,,,
2,WA0819032,2,2,"Admin Fee /TS# /Job#200156781",679.80,0,1,3102-301, /Batch #WA0819032 /Timesheet #,40.79,,,,,,,
2,WA0819032,2,3,"EIS /TS# /Job#200156781",7.90,0,2,3102-301, /Batch #WA0819032 /Timesheet #,0.00,,,,,,,
2,WA0819032,2,4,"EPF /TS# /Job#200156781",632.00,0,2,3102-301, /Batch #WA0819032 /Timesheet #,0.00,,,,,,,
2,WA0819032,2,5,"Normal /TS# /Job#200156781",4850.00,0,2,3102-301, /Batch #WA0819032 /Timesheet #,0.00,,,,,,,
2,WA0819032,2,6,"Over Time 1.5 /TS# /Job#200156781",62.01,0,2,3102-301, /Batch #WA0819032 /Timesheet #,0.00,,,,,,,
2,WA0819032,2,7,"SOCSO /TS# /Job#200156781",69.05,0,2,3102-301, /Batch #WA0819032 /Timesheet #,0.00,,,,,,,
3,WA0819032,2,1,20190911,6410.45,,,,,,,,,,,,
1,WA0819034,3,300034449,516673,1,AP-MONTH=08,20190828,0,20190912,1,0,SST,1,121.32,2019,08,
2,WA0819034,3,1,"+Med Benefit Reimburse /TS# /Job#200157942",95.00,0,1,3103-301, /Batch #WA0819034 /Timesheet #,5.70,,,,,,,
2,WA0819034,3,2,"Admin Fee /TS# /Job#200157942",1927.04,0,1,3103-301, /Batch #WA0819034 /Timesheet #,115.62,,,,,,,
2,WA0819034,3,3,"EIS /TS# /Job#200157942",7.90,0,2,3103-301, /Batch #WA0819034 /Timesheet #,0.00,,,,,,,
2,WA0819034,3,4,"EPF /TS# /Job#200157942",1368.00,0,2,3103-301, /Batch #WA0819034 /Timesheet #,0.00,,,,,,,
2,WA0819034,3,5,"Fixed Allowance /TS# /Job#200157942",290.00,0,2,3103-301, /Batch #WA0819034 /Timesheet #,0.00,,,,,,,
2,WA0819034,3,6,"Normal /TS# /Job#200157942",11017.00,0,2,3103-301, /Batch #WA0819034 /Timesheet #,0.00,,,,,,,
2,WA0819034,3,7,"SOCSO /TS# /Job#200157942",69.05,0,2,3103-301, /Batch #WA0819034 /Timesheet #,0.00,,,,,,,
3,WA0819034,3,1,20190912,14895.31,,,,,,,,,,,,
1,WA0819029,4,300034225,516674,1,AP-MONTH=08,20190828,0,20191012,1,0,SST,1,165.84,2019,08,
2,WA0819029,4,1,"+Med Benefit Reimburse /TS# /Job#200159686",80.00,0,1,3102-301, /Batch #WA0819029 /Timesheet #,4.80,,,,,,,
2,WA0819029,4,2,"+Med Benefit Reimburse /TS# /Job#200154703",80.00,0,1,3102-301, /Batch #WA0819029 /Timesheet #,4.80,,,,,,,
2,WA0819029,4,3,"+Med Benefit Reimburse /TS# /Job#200148575",80.00,0,1,3102-301, /Batch #WA0819029 /Timesheet #,4.80,,,,,,,
2,WA0819029,4,4,"+Med Benefit Reimburse /TS# /Job#200156455",80.00,0,1,3102-301, /Batch #WA0819029 /Timesheet #,4.80,,,,,,,
2,WA0819029,4,5,"+Med Benefit Reimburse /TS# /Job#200149727",80.00,0,1,3102-301, /Batch #WA0819029 /Timesheet #,4.80,,,,,,,
2,WA0819029,4,6,"Admin Fee /TS# /Job#200159686",634.34,0,1,3102-301, /Batch #WA0819029 /Timesheet #,38.06,,,,,,,
2,WA0819029,4,7,"Admin Fee /TS# /Job#200154703",542.13,0,1,3102-301, /Batch #WA0819029 /Timesheet #,32.53,,,,,,,
