RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,KI0521004,1,300034746,528981,1,AP-MONTH=05,20210528,0,20210627,1,0,SST,1,54.70,2021,05,
2,KI0521004,1,1,"+Med Benefit Reimburse /TS# /Job#200168622",160.00,0,1,3103-301, /Batch #KI0521004 /Timesheet #,9.60,,,,,,,
2,KI0521004,1,2,"Admin Fee /TS# /Job#200168622",751.69,0,1,3103-301, /Batch #KI0521004 /Timesheet #,45.10,,,,,,,
2,KI0521004,1,3,"EIS /TS# /Job#200168622",7.90,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,1,4,"EPF /TS# /Job#200168622",780.00,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,1,5,"Normal /TS# /Job#200168622",6500.00,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,1,6,"SOCSO /TS# /Job#200168622",69.05,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
3,KI0521004,1,1,20210627,8323.34,,,,,,,,,,,,
1,KI0521004,2,300034746,528982,1,AP-MONTH=05,20210528,0,20210627,1,0,SST,1,54.70,2021,05,
2,KI0521004,2,1,"+Med Benefit Reimburse /TS# /Job#200170834",160.00,0,1,3103-301, /Batch #KI0521004 /Timesheet #,9.60,,,,,,,
2,KI0521004,2,2,"Admin Fee /TS# /Job#200170834",751.69,0,1,3103-301, /Batch #KI0521004 /Timesheet #,45.10,,,,,,,
2,KI0521004,2,3,"EIS /TS# /Job#200170834",7.90,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,2,4,"EPF /TS# /Job#200170834",780.00,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,2,5,"Normal /TS# /Job#200170834",6500.00,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,2,6,"SOCSO /TS# /Job#200170834",69.05,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
3,KI0521004,2,1,20210627,8323.34,,,,,,,,,,,,
1,KI0521004,3,300034746,528983,1,AP-MONTH=05,20210528,0,20210627,1,0,SST,1,35.16,2021,05,
2,KI0521004,3,1,"+Med Benefit Reimburse /TS# /Job#200167661",160.00,0,1,3103-301, /Batch #KI0521004 /Timesheet #,9.60,,,,,,,
2,KI0521004,3,2,"Admin Fee /TS# /Job#200167661",425.98,0,1,3103-301, /Batch #KI0521004 /Timesheet #,25.56,,,,,,,
2,KI0521004,3,3,"EIS /TS# /Job#200167661",7.10,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,3,4,"EPF /TS# /Job#200167661",466.00,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,3,5,"Normal /TS# /Job#200167661",3564.52,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
2,KI0521004,3,6,"SOCSO /TS# /Job#200167661",62.15,0,2,3103-301, /Batch #KI0521004 /Timesheet #,0.00,,,,,,,
3,KI0521004,3,1,20210627,4720.91,,,,,,,,,,,,
1,KI0521005,4,300034864,528984,1,AP-MONTH=05,20210528,0,20210627,1,0,SST,1,230.10,2021,05,
2,KI0521005,4,1,"+Med Benefit Reimburse /TS# /Job#200171646",100.00,0,1,3102-324, /Batch #KI0521005 /Timesheet #,6.00,,,,,,,
2,KI0521005,4,2,"Admin Fee /TS# /Job#200171646",3734.93,0,1,3102-324, /Batch #KI0521005 /Timesheet #,224.10,,,,,,,
2,KI0521005,4,3,"EIS /TS# /Job#200171646",7.90,0,2,3102-324, /Batch #KI0521005 /Timesheet #,0.00,,,,,,,
2,KI0521005,4,4,"EPF /TS# /Job#200171646",1800.00,0,2,3102-324, /Batch #KI0521005 /Timesheet #,0.00,,,,,,,
2,KI0521005,4,5,"Normal /TS# /Job#200171646",15000.00,0,2,3102-324, /Batch #KI0521005 /Timesheet #,0.00,,,,,,,
2,KI0521005,4,6,"SOCSO /TS# /Job#200171646",69.05,0,2,3102-324, /Batch #KI0521005 /Timesheet #,0.00,,,,,,,
3,KI0521005,4,1,20210627,20941.98,,,,,,,,,,,,
1,KI0521006,5,300034843,528985,1,AP-MONTH=05,20210528,0,20210627,1,0,SST,1,317.65,2021,05,
2,KI0521006,5,1,"Admin Fee /TS# /Job#200171416",5294.24,0,1,3102-301, /Batch #KI0521006 /Timesheet #,317.65,,,,,,,
2,KI0521006,5,2,"Auto Allowance /TS# /Job#200171416",1500.00,0,2,3102-301, /Batch #KI0521006 /Timesheet #,0.00,,,,,,,
2,KI0521006,5,3,"EIS /TS# /Job#200171416",7.90,0,2,3102-301, /Batch #KI0521006 /Timesheet #,0.00,,,,,,,
2,KI0521006,5,4,"EPF /TS# /Job#200171416",2100.00,0,2,3102-301, /Batch #KI0521006 /Timesheet #,0.00,,,,,,,
2,KI0521006,5,5,"Fixed Allowance /TS# /Job#200171416",500.00,0,2,3102-301, /Batch #KI0521006 /Timesheet #,0.00,,,,,,,
2,KI0521006,5,6,"Normal /TS# /Job#200171416",17000.00,0,2,3102-301, /Batch #KI0521006 /Timesheet #,0.00,,,,,,,
2,KI0521006,5,7,"SOCSO /TS# /Job#200171416",69.05,0,2,3102-301, /Batch #KI0521006 /Timesheet #,0.00,,,,,,,
3,KI0521006,5,1,20210627,26788.84,,,,,,,,,,,,
1,FA0521030,6,300034666,528986,1,AP-MONTH=05,20210528,0,20210727,1,0,SST,1,27.60,2021,05,
