RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,WA0919057,1,300034334,517901,1,AP-MONTH=09,20191007,0,20191106,1,0,SST,1,46.19,2019,09,
2,WA0919057,1,1,"+Med Benefit Reimburse /TS# /Job#200160295",79.00,0,1,3102-321, /Batch #WA0919057 /Timesheet #,4.74,,,,,,,
2,WA0919057,1,2,"Admin Fee /TS# /Job#200160295",690.80,0,1,3102-321, /Batch #WA0919057 /Timesheet #,41.45,,,,,,,
2,WA0919057,1,3,"EIS /TS# /Job#200160295",4.70,0,2,3102-321, /Batch #WA0919057 /Timesheet #,0.00,,,,,,,
2,WA0919057,1,4,"EPF /TS# /Job#200160295",305.00,0,2,3102-321, /Batch #WA0919057 /Timesheet #,0.00,,,,,,,
2,WA0919057,1,5,"Normal /TS# /Job#200160295",2333.33,0,2,3102-321, /Batch #WA0919057 /Timesheet #,0.00,,,,,,,
2,WA0919057,1,6,"SOCSO /TS# /Job#200160295",41.15,0,2,3102-321, /Batch #WA0919057 /Timesheet #,0.00,,,,,,,
3,WA0919057,1,1,20191106,3500.17,,,,,,,,,,,,
1,WA0919050,2,300034549,517902,1,AP-MONTH=09,20191007,0,20191206,1,0,SST,1,3.71,2019,09,
2,WA0919050,2,1,"Admin Fee /TS# /Job#200160884",61.89,0,1,3101-321, /Batch #WA0919050 /Timesheet #,3.71,,,,,,,
2,WA0919050,2,2,"EIS /TS# /Job#200160884",0.50,0,2,3101-321, /Batch #WA0919050 /Timesheet #,0.00,,,,,,,
2,WA0919050,2,3,"EPF /TS# /Job#200160884",39.00,0,2,3101-321, /Batch #WA0919050 /Timesheet #,0.00,,,,,,,
2,WA0919050,2,4,"Normal /TS# /Job#200160884",300.00,0,2,3101-321, /Batch #WA0919050 /Timesheet #,0.00,,,,,,,
2,WA0919050,2,5,"SOCSO /TS# /Job#200160884",4.35,0,2,3101-321, /Batch #WA0919050 /Timesheet #,0.00,,,,,,,
3,WA0919050,2,1,20191206,409.45,,,,,,,,,,,,
1,WA0919060,3,300034369,517903,1,AP-MONTH=09,20191007,0,20191106,1,0,SST,1,38.06,2019,09,
2,WA0919060,3,1,"Admin Fee /TS# /Job#200159566",317.14,0,1,3102-321, /Batch #WA0919060 /Timesheet #,19.03,,,,,,,
2,WA0919060,3,2,"Admin Fee /TS# /Job#200160846",317.14,0,1,3102-321, /Batch #WA0919060 /Timesheet #,19.03,,,,,,,
2,WA0919060,3,3,"EIS /TS# /Job#200159566",4.50,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,4,"EIS /TS# /Job#200160846",4.50,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,5,"EPF /TS# /Job#200159566",299.00,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,6,"EPF /TS# /Job#200160846",299.00,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,7,"Normal /TS# /Job#200159566",2300.00,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,8,"Normal /TS# /Job#200160846",2300.00,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,9,"SOCSO /TS# /Job#200159566",39.35,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
2,WA0919060,3,10,"SOCSO /TS# /Job#200160846",39.35,0,2,3102-321, /Batch #WA0919060 /Timesheet #,0.00,,,,,,,
3,WA0919060,3,1,20191106,5958.04,,,,,,,,,,,,
1,WA0919054,4,300034506,517904,1,AP-MONTH=09,20191007,0,20191106,1,0,SST,1,88.69,2019,09,
2,WA0919054,4,1,"+Med Benefit Reimburse /TS# /Job#200160386",79.00,0,1,3102-321, /Batch #WA0919054 /Timesheet #,4.74,,,,,,,
2,WA0919054,4,2,"+Med Benefit Reimburse /TS# /Job#200160391",79.00,0,1,3102-321, /Batch #WA0919054 /Timesheet #,4.74,,,,,,,
2,WA0919054,4,3,"Admin Fee /TS# /Job#200159880",429.54,0,1,3102-321, /Batch #WA0919054 /Timesheet #,25.77,,,,,,,
2,WA0919054,4,4,"Admin Fee /TS# /Job#200160386",445.34,0,1,3102-321, /Batch #WA0919054 /Timesheet #,26.72,,,,,,,
2,WA0919054,4,5,"Admin Fee /TS# /Job#200160391",445.34,0,1,3102-321, /Batch #WA0919054 /Timesheet #,26.72,,,,,,,
2,WA0919054,4,6,"EIS /TS# /Job#200159880",3.70,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,7,"EIS /TS# /Job#200160386",3.70,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,8,"EIS /TS# /Job#200160391",3.70,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,9,"EPF /TS# /Job#200159880",245.00,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,10,"EPF /TS# /Job#200160386",245.00,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,11,"EPF /TS# /Job#200160391",245.00,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,12,"No Pay Leave for Sep /TS# /Job#200159880",-133.34,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
2,WA0919054,4,13,"Normal /TS# /Job#200159880",2000.00,0,2,3102-321, /Batch #WA0919054 /Timesheet #,0.00,,,,,,,
