RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,,1,300034120,61099,1,AP-MONTH=12,20210107,0,20210206,1,0,SST,1,0.00,2021,12,
2,,1,1,"Admin Fee (5%) /TS# /Job#",4710.07,0,2,3300-210, /Batch # /Timesheet #,0.00,,,,,,,
2,,1,2,"Regular service fee rendered for Salary (for Mr. Bao Nguyen- Salesforce) /TS# /Job#",94201.48,0,2,3300-210, /Batch # /Timesheet #,0.00,,,,,,,
3,,1,1,20210206,98911.55,,,,,,,,,,,,
1,,2,300033645,61100,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,2,1,"Disbursment Fee /TS# /Job#",5292.80,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,2,1,20210407,5292.80,,,,,,,,,,,,
1,,3,300033645,61101,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,3,1,"Disbursement Fee /TS# /Job#",8952.45,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,3,1,20210407,8952.45,,,,,,,,,,,,
1,,4,300033645,61102,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,4,1,"Disbursement Fee /TS# /Job#",21587.46,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,4,1,20210407,21587.46,,,,,,,,,,,,
1,,5,300033645,61103,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,5,1,"Disbursement Fee /TS# /Job#",6672.94,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,5,1,20210407,6672.94,,,,,,,,,,,,
1,,6,300033645,61104,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,6,1,"Disbursement Fee /TS# /Job#",3245.05,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,6,1,20210407,3245.05,,,,,,,,,,,,
1,,7,300033645,61105,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,7,1,"Disbursement Fee /TS# /Job#",9245.22,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,7,1,20210407,9245.22,,,,,,,,,,,,
1,,8,300033645,61106,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,8,1,"Disbursement Fee /TS# /Job#",8836.69,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,8,1,20210407,8836.69,,,,,,,,,,,,
1,,9,300033645,61107,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,9,1,"Disbursement Fee /TS# /Job#",5377.27,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,9,1,20210407,5377.27,,,,,,,,,,,,
1,,10,300033645,61108,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,10,1,"Disbursement Fee /TS# /Job#",1166.07,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,10,1,20210407,1166.07,,,,,,,,,,,,
1,,11,300033645,61109,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,11,1,"Disbursement Fee /TS# /Job#",1024.42,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,11,1,20210407,1024.42,,,,,,,,,,,,
1,,12,300033645,61110,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,12,1,"Disbursement Fee /TS# /Job#",6955.96,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,12,1,20210407,6955.96,,,,,,,,,,,,
1,,13,300033645,61111,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,13,1,"Disbursement Fee /TS# /Job#",59.12,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,13,1,20210407,59.12,,,,,,,,,,,,
1,,14,300033645,61112,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,14,1,"Disbursement Fee /TS# /Job#",2762.25,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,14,1,20210407,2762.25,,,,,,,,,,,,
1,,15,300033645,61113,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,15,1,"Disbursement Fee /TS# /Job#",27660.17,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,15,1,20210407,27660.17,,,,,,,,,,,,
1,,16,300033645,61114,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,16,1,"Disbursement Fee /TS# /Job#",86459.43,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,16,1,20210407,86459.43,,,,,,,,,,,,
1,,17,300033645,61115,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,17,1,"Disbursement Fee /TS# /Job#",9490.39,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,17,1,20210407,9490.39,,,,,,,,,,,,
1,,18,300033645,61116,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,18,1,"Disbursement Fee /TS# /Job#",8314.75,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,18,1,20210407,8314.75,,,,,,,,,,,,
1,,19,300033645,61117,1,AP-MONTH=12,20210107,0,20210407,1,0,SST,1,0.00,2021,12,
2,,19,1,"Disbursement Fee /TS# /Job#",46833.77,0,2,3204-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,19,1,20210407,46833.77,,,,,,,,,,,,
