RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,IDSHPT,SPECINST,TEXTTRX,IDTRX,ORDRNBR,CUSTPO,INVCDESC,SWPRTINVC,INVCAPPLTO,IDACCTSET,DATEINVC,DATEASOF,FISCYR,FISCPER,CODECURN,RATETYPE,SWMANRTE,EXCHRATEHC,ORIGRATEHC,TERMCODE,SWTERMOVRD,DATEDUE,DATEDISC,PCTDISC,AMTDISCAVL,LASTLINE,CODESLSP1,CODESLSP2,CODESLSP3,CODESLSP4,CODESLSP5,PCTSASPLT1,PCTSASPLT2,PCTSASPLT3,PCTSASPLT4,PCTSASPLT5,SWTAXBL,SWMANTX,CODETAXGRP,CODETAX1,CODETAX2,CODETAX3,CODETAX4,CODETAX5,TAXSTTS1,TAXSTTS2,TAXSTTS3,TAXSTTS4,TAXSTTS5,BASETAX1,BASETAX2,BASETAX3,BASETAX4,BASETAX5,AMTTAX1,AMTTAX2,AMTTAX3,AMTTAX4,AMTTAX5,AMTTXBL,AMTNOTTXBL,AMTTAXTOT,AMTINVCTOT,AMTPPD,AMTPAYMTOT,AMTPYMSCHD,AMTNETTOT,IDSTDINVC,DATEPRCS,IDPPD,IDBILL,SHPTOLOC,SHPTOSTE1,SHPTOSTE2,SHPTOSTE3,SHPTOSTE4,SHPTOCITY,SHPTOSTTE,SHPTOPOST,SHPTOCTRY,SHPTOCTAC,SHPTOPHON,SHPTOFAX,DATERATE,SWPROCPPD,AMTDUE,CUROPER,DRILLAPP,DRILLTYPE,DRILLDWNLK,GETIBSINFO,PROCESSCMD,SHPVIACODE,SHPVIADESC,PRPTYCODE,PRPTYVALUE,SWJOB,ERRBATCH,ERRENTRY,EMAIL,CTACPHONE,CTACFAX,CTACEMAIL,AMTDSBWTAX,AMTDSBNTAX,AMTDSCBASE,INVCTYPE,SWRTGINVC,RTGAPPLYTO,SWRTG,RTGAMT,RTGPERCENT,RTGDAYS,RTGDATEDUE,RTGTERMS,SWRTGDDTOV,SWRTGAMTOV,SWRTGRATE,VALUES,SRCEAPPL,ARVERSION,TAXVERSION,SWTXRTGRPT,CODECURNRC,SWTXCTLRC,RATERC,RATETYPERC,RATEDATERC,RATEOPRC,SWRATERC,TXAMT1RC,TXAMT2RC,TXAMT3RC,TXAMT4RC,TXAMT5RC,TXTOTRC,TXBSERT1TC,TXBSERT2TC,TXBSERT3TC,TXBSERT4TC,TXBSERT5TC,TXAMTRT1TC,TXAMTRT2TC,TXAMTRT3TC,TXAMTRT4TC,TXAMTRT5TC,TXBSE1HC,TXBSE2HC,TXBSE3HC,TXBSE4HC,TXBSE5HC,TXAMT1HC,TXAMT2HC,TXAMT3HC,TXAMT4HC,TXAMT5HC,AMTGROSHC,RTGAMTHC,AMTDISCHC,DISTNETHC,AMTPPDHC,AMTDUEHC,SWPRTLBL,TXTOTRTTC,TXTOTAMT1,TXTOTAMT2,TXTOTAMT3,TXTOTAMT4,TXTOTAMT5,RTGAMTDTL,IDSHIPNBR,SWOECOST,ENTEREDBY,DATEBUS,EDN,AMTWHT1TC,AMTWHT2TC,AMTWHT3TC,AMTWHT4TC,AMTWHT5TC,SFPAURL,SFPAID,TXTOTWHT,AMTDUEWHT,AMTDUEWHDS
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,IDITEM,IDDIST,TEXTDESC,UNITMEAS,QTYINVC,AMTCOST,AMTPRIC,AMTEXTN,AMTCOGS,AMTTXBL,TOTTAX,BASETAX1,BASETAX2,BASETAX3,BASETAX4,BASETAX5,TAXSTTS1,TAXSTTS2,TAXSTTS3,TAXSTTS4,TAXSTTS5,SWTAXINCL1,SWTAXINCL2,SWTAXINCL3,SWTAXINCL4,SWTAXINCL5,RATETAX1,RATETAX2,RATETAX3,RATETAX4,RATETAX5,AMTTAX1,AMTTAX2,AMTTAX3,AMTTAX4,AMTTAX5,IDACCTREV,IDACCTINV,IDACCTCOGS,COMMENT,SWPRTSTMT,ITEMCOST,CONTRACT,PROJECT,CATEGORY,RESOURCE,TRANSNBR,COSTCLASS,BILLDATE,SWIBT,SWDISCABL,OCNTLINE,RTGAMT,RTGPERCENT,RTGDAYS,RTGDATEDUE,SWRTGDDTOV,SWRTGAMTOV,VALUES,PROCESSCMD,RTGDISTTC,RTGCOGSTC,RTGALTBTC,RTGINVDIST,RTGINVCOGS,RTGINVALTB,TXAMT1RC,TXAMT2RC,TXAMT3RC,TXAMT4RC,TXAMT5RC,TXTOTRC,TXBSERT1TC,TXBSERT2TC,TXBSERT3TC,TXBSERT4TC,TXBSERT5TC,TXAMTRT1TC,TXAMTRT2TC,TXAMTRT3TC,TXAMTRT4TC,TXAMTRT5TC,TXBSE1HC,TXBSE2HC,TXBSE3HC,TXBSE4HC,TXBSE5HC,TXAMT1HC,TXAMT2HC,TXAMT3HC,TXAMT4HC,TXAMT5HC,TXAMTRT1HC,TXAMTRT2HC,TXAMTRT3HC,TXAMTRT4HC,TXAMTRT5HC,DISTNETHC,RTGAMTHC,AMTCOGSHC,AMTCOSTHC,AMTPRICHC,AMTEXTNHC,TXTOTRTTC,TXTOTAMT1,TXTOTAMT2,TXTOTAMT3,TXTOTAMT4,TXTOTAMT5,RTGAMTOTC,RTGDISTOTC,RTGCOGSOTC,RTGALTBOTC,EDN,AMTWHT1TC,AMTWHT2TC,AMTWHT3TC,AMTWHT4TC,AMTWHT5TC
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,DATEDISC,AMTDISC,AMTDUEHC,AMTDISCHC
RECTYPE,CNTBTCH,CNTITEM,OPTFIELD,VALUE,TYPE,LENGTH,DECIMALS,ALLOWNULL,VALIDATE,SWSET,VALINDEX,VALIFTEXT,VALIFMONEY,VALIFNUM,VALIFLONG,VALIFBOOL,VALIFDATE,VALIFTIME,FDESC,VDESC
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,OPTFIELD,VALUE,TYPE,LENGTH,DECIMALS,ALLOWNULL,VALIDATE,SWSET,VALINDEX,VALIFTEXT,VALIFMONEY,VALIFNUM,VALIFLONG,VALIFBOOL,VALIFDATE,VALIFTIME,FDESC,VDESC
1,,1,300034663,CN20000203,,20005180,3,0,CN20000203,,AP-MONTH=3,0,,TRADE,20220207,20220207,2022,3,MYR,SP,0,1,0,30,0,20220309,,0,0,14,,,,,,0,0,0,0,0,1,0,GST,GST,,,,,3,0,0,0,0,-22724.00,0,0,0,0,-1363.44,0,0,0,0,-22724.00,0,-1363.44,-22724.00,0,1,-24087.44,-24087.44,,,,,,,,,,,,,,,,,20220207,0,-24087.44,1,,0,0,0,0,,,1,1,0,0,0,,,,,-24087.44,-22724.00,-22724.00,2,0,,0,0,0,0,,,0,0,0,3,AR,71A,1,0,MYR,1,1,,,1,0,-1363.44,0,0,0,0,-1363.44,0,0,0,0,0,0,0,0,0,0,-22724.00,0,0,0,0,-1363.44,0,0,0,0,-24087.44,0,0,-22724.00,0,-24087.44,0,0,-1363.44,0,0,0,0,0,,0,ELSA,20220207,,0,0,0,0,0,,,0,-24087.44,-24087.44
2,,1,1,,S,Ramamurthy Molakalapalli (QA Engineer),,0,0,0,0.00,0,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0.00,0,0,0,0,9999,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,1,1,FV,0.00,
5,,1,1,PERIOD,1 Jan 2022-31 Jan 2022,
5,,1,1,QTY,0,
5,,1,1,RATE,0,
5,,1,1,UNIT,,
2,,1,2,,,Normal,,0,0,0,-22724.00,0,-22724.00,-1363.44,-22724.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,-1363.44,0,0,0,0,3102-107,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,-1363.44,0,0,0,0,-1363.44,0,0,0,0,0,0,0,0,0,0,-22724.00,0,0,0,0,-1363.44,0,0,0,0,0,0,0,0,0,-22724.00,0,0,0,0,-22724.00,0,-1363.44,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,1,2,FV,-22724.00,
5,,1,2,PERIOD,1 Jan 2022-31 Jan 2022,
5,,1,2,QTY,23,
5,,1,2,RATE,-988,
5,,1,2,UNIT,Day,
3,,1,1,20220309,-24087.44,,,,,,,,,,,,
4,,1,BRANCH,,1,3,0,0,0,1,21,,0,0,0,0,,00:00:00,BRANCH
4,,1,CONV,1,6,0,4,0,0,1,23,,0,1,0,0,,00:00:00,Conversion Rate
4,,1,FC,MYR,1,3,0,0,0,1,21,,0,0,0,0,,00:00:00,Foreign Currency
1,,2,300034374,CN20000204,,20005183,3,0,CN20000204,,AP-MONTH=3,0,,TRADE,20220309,20220309,2022,3,MYR,SP,0,1,0,30,0,20220408,,0,0,14,,,,,,0,0,0,0,0,1,0,GST,GST,,,,,3,0,0,0,0,-32596.00,0,0,0,0,-1955.76,0,0,0,0,-32596.00,0,-1955.76,-32596.00,0,1,-34551.76,-34551.76,,,,,,,,,,,,,,,,,20220309,0,-34551.76,1,,0,0,0,0,,,1,1,0,0,0,,,,,-34551.76,-32596.00,-32596.00,2,0,,0,0,0,0,,,0,0,0,3,AR,71A,1,0,MYR,1,1,,,1,0,-1955.76,0,0,0,0,-1955.76,0,0,0,0,0,0,0,0,0,0,-32596.00,0,0,0,0,-1955.76,0,0,0,0,-34551.76,0,0,-32596.00,0,-34551.76,0,0,-1955.76,0,0,0,0,0,,0,ELSA,20220309,,0,0,0,0,0,,,0,-34551.76,-34551.76
2,,2,1,,S,Asep Rohimat (Basis & Infra Consultant),,0,0,0,0.00,0,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0.00,0,0,0,0,9999,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,2,1,FV,0.00,
5,,2,1,PERIOD,1 Jan 2022-31 Jan 2022,
5,,2,1,QTY,0,
5,,2,1,RATE,0,
5,,2,1,UNIT,,
2,,2,2,,,Normal,,0,0,0,-32596.00,0,-32596.00,-1955.76,-32596.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,-1955.76,0,0,0,0,3103-107,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,-1955.76,0,0,0,0,-1955.76,0,0,0,0,0,0,0,0,0,0,-32596.00,0,0,0,0,-1955.76,0,0,0,0,0,0,0,0,0,-32596.00,0,0,0,0,-32596.00,0,-1955.76,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,2,2,FV,-32596.00,
5,,2,2,PERIOD,1 Jan 2022-31 Jan 2022,
5,,2,2,QTY,20,
5,,2,2,RATE,-1629.8,
5,,2,2,UNIT,Day,
3,,2,1,20220408,-34551.76,,,,,,,,,,,,
4,,2,BRANCH,,1,3,0,0,0,1,21,,0,0,0,0,,00:00:00,BRANCH
4,,2,CONV,1,6,0,4,0,0,1,23,,0,1,0,0,,00:00:00,Conversion Rate
4,,2,FC,MYR,1,3,0,0,0,1,21,,0,0,0,0,,00:00:00,Foreign Currency
1,,3,300034133,CN20000205,,20005268,3,0,CN20000205,,AP-MONTH=3,0,,TRADE,20220812,20220812,2022,3,MYR,SP,0,1,0,30,0,20220911,,0,0,14,,,,,,0,0,0,0,0,1,0,GST,GST,,,,,3,0,0,0,0,-82051.64,0,0,0,0,-4923.09,0,0,0,0,-82051.64,0,-4923.09,-82051.64,0,1,-86974.73,-86974.73,,,,,,,,,,,,,,,,,20220812,0,-86974.73,1,,0,0,0,0,,,1,1,0,0,0,,,,,-86974.73,-82051.64,-82051.64,2,0,,0,0,0,0,,,0,0,0,3,AR,71A,1,0,MYR,1,1,,,1,0,-4923.09,0,0,0,0,-4923.09,0,0,0,0,0,0,0,0,0,0,-82051.64,0,0,0,0,-4923.09,0,0,0,0,-86974.73,0,0,-82051.64,0,-86974.73,0,0,-4923.09,0,0,0,0,0,18840A2473258,0,ELSA,20220812,,0,0,0,0,0,,,0,-86974.73,-86974.73
2,,3,1,,S,Richard Castillo Abenir (IT-Infrastructure - Monit),,0,0,0,0.00,0,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0.00,0,0,0,0,9999,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,3,1,FV,0.00,
5,,3,1,PERIOD,1 Aug 2022-31 Aug 2022,
5,,3,1,QTY,0,
5,,3,1,RATE,0,
5,,3,1,UNIT,,
2,,3,2,,,Normal,,0,0,0,-15352.04,0,-15352.04,-921.12,-15352.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-921.12,0,0,0,0,3102-107,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,-921.12,0,0,0,0,-921.12,0,0,0,0,0,0,0,0,0,0,-15352.04,0,0,0,0,-921.12,0,0,0,0,0,0,0,0,0,-15352.04,0,0,0,0,-15352.04,0,-921.12,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,3,2,FV,-15352.04,
5,,3,2,PERIOD,1 Aug 2022-31 Aug 2022,
5,,3,2,QTY,164,
5,,3,2,RATE,-93.61,
5,,3,2,UNIT,Hour,
2,,3,3,,S,Yeshwant Kumar Jain (Network Engineer),,0,0,0,0.00,0,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0.00,0,0,0,0,9999,,,,0,0,,,,,0,0,,0,1,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,,0,0,0,0,0
5,,3,3,FV,0.00,
5,,3,3,PERIOD,1 Aug 2022-26 Aug 2022,
5,,3,3,QTY,0,
5,,3,3,RATE,0,
5,,3,3,UNIT,,
