RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NO0519020,1,300034286,514851,1,AP-MONTH=05,20190528,0,20190712,1,0,SST,1,27.10,2019,05,
2,NO0519020,1,1,"+Med Benefit Reimburse /TS# /Job#200151214",65.00,0,1,3102-324, /Batch #NO0519020 /Timesheet #,3.90,,,,,,,
2,NO0519020,1,2,"Admin Fee /TS# /Job#200151214",386.65,0,1,3102-324, /Batch #NO0519020 /Timesheet #,23.20,,,,,,,
2,NO0519020,1,3,"EIS /TS# /Job#200151214",3.70,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,1,4,"EPF /TS# /Job#200151214",237.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,1,5,"Normal /TS# /Job#200151214",1810.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,1,6,"SOCSO /TS# /Job#200151214",32.35,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
3,NO0519020,1,1,20190712,2561.80,,,,,,,,,,,,
1,NO0519020,2,300034275,514852,1,AP-MONTH=05,20190528,0,20190712,1,0,SST,1,42.10,2019,05,
2,NO0519020,2,1,"+Med Benefit Reimburse /TS# /Job#200155177",65.00,0,1,3102-324, /Batch #NO0519020 /Timesheet #,3.90,,,,,,,
2,NO0519020,2,2,"Admin Fee /TS# /Job#200155177",636.74,0,1,3102-324, /Batch #NO0519020 /Timesheet #,38.20,,,,,,,
2,NO0519020,2,3,"EIS /TS# /Job#200155177",6.10,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,2,4,"EPF /TS# /Job#200155177",393.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,2,5,"Normal /TS# /Job#200155177",3020.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,2,6,"SOCSO /TS# /Job#200155177",53.35,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
3,NO0519020,2,1,20190712,4216.29,,,,,,,,,,,,
1,NO0519020,3,300034284,514853,1,AP-MONTH=05,20190528,0,20190712,1,0,SST,1,35.28,2019,05,
2,NO0519020,3,1,"+Med Benefit Reimburse /TS# /Job#200155292",65.00,0,1,3102-324, /Batch #NO0519020 /Timesheet #,3.90,,,,,,,
2,NO0519020,3,2,"Admin Fee /TS# /Job#200155292",523.04,0,1,3102-324, /Batch #NO0519020 /Timesheet #,31.38,,,,,,,
2,NO0519020,3,3,"EIS /TS# /Job#200155292",4.90,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,3,4,"EPF /TS# /Job#200155292",323.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,3,5,"Normal /TS# /Job#200155292",2470.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,3,6,"SOCSO /TS# /Job#200155292",42.85,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
3,NO0519020,3,1,20190712,3464.07,,,,,,,,,,,,
1,NO0519020,4,300034284,514854,1,AP-MONTH=05,20190528,0,20190712,1,0,SST,1,26.83,2019,05,
2,NO0519020,4,1,"+Med Benefit Reimburse /TS# /Job#200155178",65.00,0,1,3102-324, /Batch #NO0519020 /Timesheet #,3.90,,,,,,,
2,NO0519020,4,2,"Admin Fee /TS# /Job#200155178",382.17,0,1,3102-324, /Batch #NO0519020 /Timesheet #,22.93,,,,,,,
2,NO0519020,4,3,"EIS /TS# /Job#200155178",3.50,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,4,4,"EPF /TS# /Job#200155178",234.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,4,5,"Normal /TS# /Job#200155178",1790.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,4,6,"SOCSO /TS# /Job#200155178",30.65,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
3,NO0519020,4,1,20190712,2532.15,,,,,,,,,,,,
1,NO0519020,5,300034286,514855,1,AP-MONTH=05,20190528,0,20190712,1,0,SST,1,17.43,2019,05,
2,NO0519020,5,1,"+Med Benefit Reimburse /TS# /Job#200151344",65.00,0,1,3102-324, /Batch #NO0519020 /Timesheet #,3.90,,,,,,,
2,NO0519020,5,2,"Admin Fee /TS# /Job#200151344",225.50,0,1,3102-324, /Batch #NO0519020 /Timesheet #,13.53,,,,,,,
2,NO0519020,5,3,"EIS /TS# /Job#200151344",2.50,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,5,4,"EPF /TS# /Job#200151344",164.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,5,5,"Normal /TS# /Job#200151344",1250.00,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
2,NO0519020,5,6,"SOCSO /TS# /Job#200151344",21.85,0,2,3102-324, /Batch #NO0519020 /Timesheet #,0.00,,,,,,,
3,NO0519020,5,1,20190712,1746.28,,,,,,,,,,,,
1,NO0519020,6,300034286,514856,1,AP-MONTH=05,20190528,0,20190712,1,0,SST,1,17.32,2019,05,
2,NO0519020,6,1,"+Med Benefit Reimburse /TS# /Job#200153179",65.00,0,1,3102-324, /Batch #NO0519020 /Timesheet #,3.90,,,,,,,
