RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NU1220001,1,300034768,527235,1,AP-MONTH=12,20201215,0,20210124,1,0,SST,1,647.61,2020,12,
2,NU1220001,1,1,"Backpay 4 days NPL /TS# /Job#200168084",640.76,0,1,3102-301, /Batch #NU1220001 /Timesheet #,38.45,,,,,,,
2,NU1220001,1,2,"No Pay Leave for Nov /TS# /Job#200168111",-858.42,0,1,3102-301, /Batch #NU1220001 /Timesheet #,-51.51,,,,,,,
2,NU1220001,1,3,"Normal /TS# /Job#200168111",10301.19,0,1,3102-301, /Batch #NU1220001 /Timesheet #,618.07,,,,,,,
2,NU1220001,1,4,"Reimbursement/Claim /TS# /Job#200168102",230.00,0,1,3102-301, /Batch #NU1220001 /Timesheet #,13.80,,,,,,,
2,NU1220001,1,5,"Reimbursement/Claim /TS# /Job#200168097",250.00,0,1,3102-301, /Batch #NU1220001 /Timesheet #,15.00,,,,,,,
2,NU1220001,1,6,"Reimbursement/Claim /TS# /Job#200168097",230.00,0,1,3102-301, /Batch #NU1220001 /Timesheet #,13.80,,,,,,,
3,NU1220001,1,1,20210124,11441.14,,,,,,,,,,,,
1,FA1220001,2,300034771,527236,1,AP-MONTH=12,20201215,0,20210114,1,0,SST,1,72.00,2020,12,
2,FA1220001,2,1,"Normal /TS# /Job#200168613",300.00,0,1,3101-321, /Batch #FA1220001 /Timesheet #,18.00,,,,,,,
2,FA1220001,2,2,"Normal /TS# /Job#200168618",300.00,0,1,3101-321, /Batch #FA1220001 /Timesheet #,18.00,,,,,,,
2,FA1220001,2,3,"Normal /TS# /Job#200168615",300.00,0,1,3101-321, /Batch #FA1220001 /Timesheet #,18.00,,,,,,,
2,FA1220001,2,4,"Normal /TS# /Job#200168617",300.00,0,1,3101-321, /Batch #FA1220001 /Timesheet #,18.00,,,,,,,
3,FA1220001,2,1,20210114,1272.00,,,,,,,,,,,,
1,PR1220002,3,300034315,527237,1,AP-MONTH=12,20201215,0,20210114,1,0,SST,1,135.00,2020,12,
2,PR1220002,3,1,"Normal /TS# /Job#200169584",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,2,"Normal /TS# /Job#200169582",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,3,"Normal /TS# /Job#200169586",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,4,"Normal /TS# /Job#200169585",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,5,"Normal /TS# /Job#200169575",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,6,"Normal /TS# /Job#200169576",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,7,"Normal /TS# /Job#200169578",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,8,"Normal /TS# /Job#200169577",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,9,"Normal /TS# /Job#200169583",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,10,"Normal /TS# /Job#200169587",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,11,"Normal /TS# /Job#200169558",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,12,"Normal /TS# /Job#200169560",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,13,"Normal /TS# /Job#200169561",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,14,"Normal /TS# /Job#200169557",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,15,"Normal /TS# /Job#200169559",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,16,"Normal /TS# /Job#200169569",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,17,"Normal /TS# /Job#200169571",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,18,"Normal /TS# /Job#200169573",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,19,"Normal /TS# /Job#200169563",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,20,"Normal /TS# /Job#200169555",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,21,"Normal /TS# /Job#200169562",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,22,"Normal /TS# /Job#200169570",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,23,"Normal /TS# /Job#200169580",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,24,"Normal /TS# /Job#200169581",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
2,PR1220002,3,25,"Normal /TS# /Job#200169579",90.00,0,1,3101-321, /Batch #PR1220002 /Timesheet #,5.40,,,,,,,
3,PR1220002,3,1,20210114,2385.00,,,,,,,,,,,,
1,PR1220005,4,300033881,527238,1,AP-MONTH=12,20201222,0,20210121,1,0,SST,1,41.49,2020,12,
