RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,BA0719001,1,300034426,515914,1,AP-MONTH=07,20190708,0,20190807,1,0,SST,1,38.86,2019,07,
2,BA0719001,1,1,"+Med Benefit Reimburse /TS# /Job#200158329",79.00,0,1,3102-321, /Batch #BA0719001 /Timesheet #,4.74,,,,,,,
2,BA0719001,1,2,"Admin Fee /TS# /Job#200158329",568.73,0,1,3102-321, /Batch #BA0719001 /Timesheet #,34.12,,,,,,,
2,BA0719001,1,3,"EIS /TS# /Job#200158329",6.90,0,2,3102-321, /Batch #BA0719001 /Timesheet #,0.00,,,,,,,
2,BA0719001,1,4,"EPF /TS# /Job#200158329",455.00,0,2,3102-321, /Batch #BA0719001 /Timesheet #,0.00,,,,,,,
2,BA0719001,1,5,"Normal /TS# /Job#200158329",3000.00,0,2,3102-321, /Batch #BA0719001 /Timesheet #,0.00,,,,,,,
2,BA0719001,1,6,"Shift Allowance /TS# /Job#200158329",500.00,0,2,3102-321, /Batch #BA0719001 /Timesheet #,0.00,,,,,,,
2,BA0719001,1,7,"SOCSO /TS# /Job#200158329",60.35,0,2,3102-321, /Batch #BA0719001 /Timesheet #,0.00,,,,,,,
3,BA0719001,1,1,20190807,4708.84,,,,,,,,,,,,
1,WA0719002,2,300033778,515915,1,AP-MONTH=07,20190715,0,20190729,1,0,SST,1,23.43,2019,07,
2,WA0719002,2,1,"Admin Fee /TS# /Job#200154469",56.01,0,1,3101-321, /Batch #WA0719002 /Timesheet #,3.36,,,,,,,
2,WA0719002,2,2,"Admin Fee /TS# /Job#200142172",128.76,0,1,3101-321, /Batch #WA0719002 /Timesheet #,7.73,,,,,,,
2,WA0719002,2,3,"Admin Fee /TS# /Job#200151449",24.83,0,1,3101-321, /Batch #WA0719002 /Timesheet #,1.49,,,,,,,
2,WA0719002,2,4,"Admin Fee /TS# /Job#200158659",60.69,0,1,3101-321, /Batch #WA0719002 /Timesheet #,3.64,,,,,,,
2,WA0719002,2,5,"Admin Fee /TS# /Job#200146161",120.25,0,1,3101-321, /Batch #WA0719002 /Timesheet #,7.22,,,,,,,
2,WA0719002,2,6,"EIS /TS# /Job#200154469",1.70,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,7,"EIS /TS# /Job#200142172",3.70,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,8,"EIS /TS# /Job#200151449",0.70,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,9,"EIS /TS# /Job#200158659",1.70,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,10,"EIS /TS# /Job#200146161",3.50,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,11,"EPF /TS# /Job#200154469",107.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,12,"EPF /TS# /Job#200142172",245.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,13,"EPF /TS# /Job#200151449",47.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,14,"EPF /TS# /Job#200158659",115.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,15,"EPF /TS# /Job#200146161",229.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,16,"Normal /TS# /Job#200154469",630.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,17,"Normal /TS# /Job#200142172",1080.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,18,"Normal /TS# /Job#200151449",270.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,19,"Normal /TS# /Job#200158659",990.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,20,"Normal /TS# /Job#200146161",1700.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,21,"Pay Adjustment /TS# /Job#200154469",180.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,22,"Pay Adjustment /TS# /Job#200142172",785.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,23,"Pay Adjustment /TS# /Job#200151449",90.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,24,"Pay Adjustment /TS# /Job#200158659",-110.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,25,"Pay Adjustment /TS# /Job#200146161",41.00,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,26,"SOCSO /TS# /Job#200154469",14.85,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,27,"SOCSO /TS# /Job#200142172",32.35,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,28,"SOCSO /TS# /Job#200151449",6.15,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,29,"SOCSO /TS# /Job#200158659",14.85,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
2,WA0719002,2,30,"SOCSO /TS# /Job#200146161",30.65,0,2,3101-321, /Batch #WA0719002 /Timesheet #,0.00,,,,,,,
