RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,SY0619015,1,300033367,607829,1,AP-MONTH=06,20190702,0,20190801,1,0,SST,1,441.24,2019,06,
2,SY0619015,1,1,"+Med Benefit Reimburse /TS# /Job#200150953",76.00,0,1,3102-238, /Batch #SY0619015 /Timesheet #,4.56,,,,,,,
2,SY0619015,1,2,"Admin Fee /TS# /Job#200150953",481.11,0,1,3102-238, /Batch #SY0619015 /Timesheet #,28.87,,,,,,,
2,SY0619015,1,3,"EIS /TS# /Job#200150953",7.90,0,1,3102-238, /Batch #SY0619015 /Timesheet #,0.47,,,,,,,
2,SY0619015,1,4,"EPF /TS# /Job#200150953",720.00,0,1,3102-238, /Batch #SY0619015 /Timesheet #,43.20,,,,,,,
2,SY0619015,1,5,"Normal /TS# /Job#200150953",6000.00,0,1,3102-238, /Batch #SY0619015 /Timesheet #,360.00,,,,,,,
2,SY0619015,1,6,"SOCSO /TS# /Job#200150953",69.05,0,1,3102-238, /Batch #SY0619015 /Timesheet #,4.14,,,,,,,
3,SY0619015,1,1,20190801,7795.30,,,,,,,,,,,,
1,SY0619015,2,300033367,607830,1,AP-MONTH=06,20190702,0,20190801,1,0,SST,1,405.29,2019,06,
2,SY0619015,2,1,"+Med Benefit Reimburse /TS# /Job#200150954",76.00,0,1,3102-238, /Batch #SY0619015 /Timesheet #,4.56,,,,,,,
2,SY0619015,2,2,"Admin Fee /TS# /Job#200150954",441.91,0,1,3102-238, /Batch #SY0619015 /Timesheet #,26.51,,,,,,,
2,SY0619015,2,3,"EIS /TS# /Job#200150954",7.90,0,1,3102-238, /Batch #SY0619015 /Timesheet #,0.47,,,,,,,
2,SY0619015,2,4,"EPF /TS# /Job#200150954",660.00,0,1,3102-238, /Batch #SY0619015 /Timesheet #,39.60,,,,,,,
2,SY0619015,2,5,"Normal /TS# /Job#200150954",5500.00,0,1,3102-238, /Batch #SY0619015 /Timesheet #,330.00,,,,,,,
2,SY0619015,2,6,"SOCSO /TS# /Job#200150954",69.05,0,1,3102-238, /Batch #SY0619015 /Timesheet #,4.14,,,,,,,
3,SY0619015,2,1,20190801,7160.15,,,,,,,,,,,,
1,JA0619013,3,300034044,607831,1,AP-MONTH=06,20190707,0,20190806,1,0,SST,1,246.74,2019,06,
2,JA0619013,3,1,"Normal /TS# /Job#200156389",3898.73,0,1,3102-214, /Batch #JA0619013 /Timesheet #,233.92,,,,,,,
2,JA0619013,3,2,"Over Time 1.5 /TS# /Job#200156389",213.66,0,1,3102-214, /Batch #JA0619013 /Timesheet #,12.82,,,,,,,
3,JA0619013,3,1,20190806,4359.13,,,,,,,,,,,,
1,JA0619013,4,300034044,607832,1,AP-MONTH=06,20190707,0,20190806,1,0,SST,1,263.84,2019,06,
2,JA0619013,4,1,"Normal /TS# /Job#200156210",3898.73,0,1,3102-214, /Batch #JA0619013 /Timesheet #,233.92,,,,,,,
2,JA0619013,4,2,"Over Time 1.5 /TS# /Job#200156210",498.54,0,1,3102-214, /Batch #JA0619013 /Timesheet #,29.91,,,,,,,
3,JA0619013,4,1,20190806,4661.11,,,,,,,,,,,,
1,JA0619014,5,300034446,607833,1,AP-MONTH=06,20190707,0,20190806,1,0,SST,1,218.16,2019,06,
2,JA0619014,5,1,"Normal /TS# /Job#200157899",3636.00,0,1,3102-214, /Batch #JA0619014 /Timesheet #,218.16,,,,,,,
3,JA0619014,5,1,20190806,3854.16,,,,,,,,,,,,
1,BA0619021,6,300034239,607836,1,AP-MONTH=06,20190707,0,20190821,1,0,SST,1,371.82,2019,06,
2,BA0619021,6,1,"Normal /TS# /Job#200156084",6146.57,0,1,3103-209, /Batch #BA0619021 /Timesheet #,368.79,,,,,,,
2,BA0619021,6,2,"Over Time 1.5 /TS# /Job#200156084",10.30,0,1,3103-209, /Batch #BA0619021 /Timesheet #,0.62,,,,,,,
2,BA0619021,6,3,"Over Time 2.0 /TS# /Job#200156084",40.17,0,1,3103-209, /Batch #BA0619021 /Timesheet #,2.41,,,,,,,
3,BA0619021,6,1,20190821,6568.86,,,,,,,,,,,,
1,JA0619015,7,300033697,607837,1,AP-MONTH=06,20190707,0,20190806,1,0,SST,1,244.44,2019,06,
2,JA0619015,7,1,"No Pay Leave for Jun /TS# /Job#200152174",-291.00,0,1,3102-214, /Batch #JA0619015 /Timesheet #,-17.46,,,,,,,
2,JA0619015,7,2,"Normal /TS# /Job#200152174",4365.00,0,1,3102-214, /Batch #JA0619015 /Timesheet #,261.90,,,,,,,
3,JA0619015,7,1,20190806,4318.44,,,,,,,,,,,,
1,JA0619015,8,300033697,607838,1,AP-MONTH=06,20190707,0,20190806,1,0,SST,1,261.90,2019,06,
2,JA0619015,8,1,"Normal /TS# /Job#200150487",4365.00,0,1,3102-214, /Batch #JA0619015 /Timesheet #,261.90,,,,,,,
3,JA0619015,8,1,20190806,4626.90,,,,,,,,,,,,
1,HA0619010,9,300034234,607840,1,AP-MONTH=06,20190802,0,20190901,1,0,SST,1,128.04,2019,06,
2,HA0619010,9,1,"Bonus /TS# /Job#200158075",479.00,0,1,3102-203, /Batch #HA0619010 /Timesheet #,28.74,,,,,,,
2,HA0619010,9,2,"KPI Incentive /TS# /Job#200152012",350.00,0,1,3102-203, /Batch #HA0619010 /Timesheet #,21.00,,,,,,,
2,HA0619010,9,3,"Night Shift Allowance /TS# /Job#200158075",140.00,0,1,3102-203, /Batch #HA0619010 /Timesheet #,8.40,,,,,,,
2,HA0619010,9,4,"Night Shift Allowance /TS# /Job#200152012",400.00,0,1,3102-203, /Batch #HA0619010 /Timesheet #,24.00,,,,,,,
