RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,NU1020013,1,300034283,526500,1,AP-MONTH=10,20201107,0,20201222,1,0,SST,1,8.70,2020,10,
2,NU1020013,1,1,"Admin Fee /TS# /Job#200166473",144.93,0,1,3102-324, /Batch #NU1020013 /Timesheet #,8.70,,,,,,,
2,NU1020013,1,2,"Day Shift Allowance /TS# /Job#200166473",80.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,3,"Day Shift Allowance /TS# /Job#200166473",30.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,4,"EIS /TS# /Job#200166473",2.20,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,5,"EPF /TS# /Job#200166473",34.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,6,"Night Shift Allowance /TS# /Job#200166473",105.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,7,"Night Shift Allowance /TS# /Job#200166473",30.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,8,"Over Time 2.0 /TS# /Job#200166473",932.40,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,9,"Perfect Attendance /TS# /Job#200166473",100.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,1,10,"SOCSO /TS# /Job#200166473",19.20,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
3,NU1020013,1,1,20201222,1486.43,,,,,,,,,,,,
1,NU1020013,2,300034286,526501,1,AP-MONTH=10,20201107,0,20201222,1,0,SST,1,306.89,2020,10,
2,NU1020013,2,1,"Admin Fee /TS# /Job#200161349",5114.88,0,1,3102-324, /Batch #NU1020013 /Timesheet #,306.89,,,,,,,
2,NU1020013,2,2,"Bonus /TS# /Job#200161349",27324.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,2,3,"EPF /TS# /Job#200161349",1092.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
3,NU1020013,2,1,20201222,33837.77,,,,,,,,,,,,
1,NU1020013,3,300034283,526502,1,AP-MONTH=10,20201107,0,20201222,1,0,SST,1,2.50,2020,10,
2,NU1020013,3,1,"Admin Fee /TS# /Job#200164714",41.61,0,1,3102-324, /Batch #NU1020013 /Timesheet #,2.50,,,,,,,
2,NU1020013,3,2,"Auto Allowance /TS# /Job#200164714",100.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,3,3,"EIS /TS# /Job#200164714",0.60,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,3,4,"Over Time 2.0 /TS# /Job#200164714",136.40,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,3,5,"Perfect Attendance /TS# /Job#200164714",100.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,3,6,"SOCSO /TS# /Job#200164714",5.30,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
3,NU1020013,3,1,20201222,386.41,,,,,,,,,,,,
1,NU1020013,4,300034286,526503,1,AP-MONTH=10,20201107,0,20201222,1,0,SST,1,8.47,2020,10,
2,NU1020013,4,1,"Admin Fee /TS# /Job#200166532",141.15,0,1,3102-324, /Batch #NU1020013 /Timesheet #,8.47,,,,,,,
2,NU1020013,4,2,"Day Shift Allowance /TS# /Job#200166532",80.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,4,3,"EIS /TS# /Job#200166532",2.40,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,4,4,"EPF /TS# /Job#200166532",31.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,4,5,"Night Shift Allowance /TS# /Job#200166532",165.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,4,6,"Over Time 1.5 /TS# /Job#200166532",887.04,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,4,7,"Perfect Attendance /TS# /Job#200166532",100.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,4,8,"SOCSO /TS# /Job#200166532",21.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
3,NU1020013,4,1,20201222,1436.06,,,,,,,,,,,,
1,NU1020013,5,300034283,526504,1,AP-MONTH=10,20201107,0,20201222,1,0,SST,1,5.94,2020,10,
2,NU1020013,5,1,"Admin Fee /TS# /Job#200166983",99.04,0,1,3102-324, /Batch #NU1020013 /Timesheet #,5.94,,,,,,,
2,NU1020013,5,2,"Auto Allowance /TS# /Job#200166983",100.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,5,3,"EIS /TS# /Job#200166983",1.80,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,5,4,"Over Time 1.5 /TS# /Job#200166983",767.25,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
2,NU1020013,5,5,"Perfect Attendance /TS# /Job#200166983",100.00,0,2,3102-324, /Batch #NU1020013 /Timesheet #,0.00,,,,,,,
