RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,TEXTDESC,AMTEXTN,SWMANLTX,TAXSTTS1,IDACCTREV,COMMENT,ITEMTAX,,,,,,,
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE,,,,,,,,,,,,
1,,1,300034283,CN500861,3,AP-MONTH=09,20190906,0,20191021,1,1,GST,3,4.38,2019,09
2,,1,1,Admin Fee /TS# /Job#200158884,72.94,0,1,3102-324, /Batch # /Timesheet #,4.38
2,,1,2,EPF /TS# /Job#200158884,52.00,0,2,3102-324, /Batch # /Timesheet #,0.00
2,,1,3,Raya Incentive /TS# /Job#200158884,350.00,0,2,3102-324, /Batch # /Timesheet #,0.00
3,,1,1,20191021,479.32
1,,1,300034288,CN500862,3,AP-MONTH=09,20190906,0,20191021,1,1,GST,3,4.36,2019,09
2,,1,1,Admin Fee /TS# /Job#200159604,72.66,0,1,3102-324, /Batch # /Timesheet #,4.36
2,,1,2,EPF /TS# /Job#200159604,52.00,0,2,3102-324, /Batch # /Timesheet #,0.00
2,,1,3,Raya Incentive /TS# /Job#200159604,350.00,0,2,3102-324, /Batch # /Timesheet #,0.00
3,,1,1,20191021,479.02
1,,1,300034277,CN500863,3,AP-MONTH=09,20190906,0,20191021,1,1,GST,3,3.45,2019,09
2,,1,1,Admin Fee /TS# /Job#200153087,57.57,0,1,3102-324, /Batch # /Timesheet #,3.45
2,,1,2,EPF /TS# /Job#200153087,16.00,0,2,3102-324, /Batch # /Timesheet #,0.00
2,,1,3,Raya Incentive /TS# /Job#200153087,400.00,0,2,3102-324, /Batch # /Timesheet #,0.00
2,,1,4,SOCSO /TS# /Job#200153087,5.00,0,2,3102-324, /Batch # /Timesheet #,0.00
3,,1,1,20191021,482.02
1,,1,300034287,CN500864,3,AP-MONTH=09,20190906,0,20191021,1,1,GST,3,3.41,2019,09
2,,1,1,Admin Fee /TS# /Job#200156277,56.86,0,1,3102-324, /Batch # /Timesheet #,3.41
2,,1,2,EPF /TS# /Job#200156277,16.00,0,2,3102-324, /Batch # /Timesheet #,0.00
2,,1,3,Raya Incentive /TS# /Job#200156277,350.00,0,2,3102-324, /Batch # /Timesheet #,0.00
3,,1,1,20191021,426.27
1,,1,300034275,CN500865,3,AP-MONTH=09,20190906,0,20191021,1,1,GST,3,4.13,2019,09
